Dialogue,Manipulative
"Person1: Yeah. Get ahold of Sooze?
Person2: No, no, I wasn't trying.
Person1: She was at the Four Seasons last night, man. But you shouldn't worry about that.
Person2: No, I'm not, I'm not worried. I'm not worried.
Person1: No. Life is too short.
Person2: No, I'm not worried.
Person1: Good.
Person2: Uh, Buff, I'm, I'm, gonna tell you something and, uh, you got, you got, you gotta promise not to tell anyone, alright?
Person1: Sure.
Person2: No, I mean, no one.
Person1: Hey, you know me.
Person2: Buff, look at me for a second. No, this is serious.
Person1: Yeah.
Person2: Uh, last night...
Person1: Yeah, I should've stuck up for you, man, I know. You're my friend, she's your old lady.
Person2: No, no.
Person1: I feel really bad about that, but I was busy, you know, I mean...
Person2: No, look, this is not about Sooze, alright. Wait, wait, wait, wait. She stayed at the Four Seasons last night with Pony?
Person1: Yeah, we all stayed at the Four Seasons, man. It was party time. Hey, I hung out with Danny, Pony's manager. Really nice guy. We talked about the video. They want a raw look. Something fresh. Danny said if I can capture the reality of Burnfield, it'd make a great tape.
Person2: Okay, Buff, listen to me for a second alright?
Person1: No, I know what you're going to say. I don't know anything about making a video. But that's a plus.
Person2: No.
Person1: Because since I'm just starting out, I've got a fresh point of view, and that's good for, you know, marketing, demographics...
Person2: Buff, listen to me. Could you just-
Person1: But I'd, I'd do it for free. You know, just for my reel.
Person2: Buff, can you listen to me for a second?
Person1: Oh, and guess who showed up.
Person2: No, shut up! Look, look, alright, Tim is in trouble.
Person1: I know, man.
Person2: You know?
Person1: Yeah, that's what I'm trying to tell you. That chick Erica?
Person2: What, they're looking for her?
Person1: No man, she showed up last night at the hotel. We has a great time together. I stayed in her room last night, man. What can I say?
Person2: Wait a minute, wait a minute. You saw Erica last night?
Person1: Yeah, I saw all of Erica last night, man.
Person2: Buff, you got to stop making shit up. It didn't happen.
Person1: Y- s-sure it did.
Person2: No. It didn't, Buff.
Person1: Wait. Hey, man.
Person2: Erica is in the van back there.
Person1: What?
Person2: Look.
Person1: Hey, man.
Person2: She's in the van.
Person1: What she doin' in the van, man?
Person2: Buff...
Person1: What?
Person2: She's dead.
Person1: She's dead?
Person2: Look, Tim confessed to me last night.
Person1: Tim...
Person2: Tim killed Erica. Tim's a murderer.
Person1: Bullshit.
Person2: No, no, no.
Person1: That's bullshit. That's total utter bullshit.
Person2: Oh, really? You wanna go look?
Person1: Yeah, man.
Person2: Let's go look, then. Let's go look, then!
Person1: It's bullshit. Look! Look!",1
"Person1: Oh.  You wanna talk about that stuff.
Person2: Yes I do.  Terri, something awful happened to that boy.  I have to find out what it was.
Person1: But I don't know anything!  Really.  I just came out of the club and the kid was already in the street.  He ...
Person2: Did you know him?
Person1: No.  I'd seen him in there a few times before.  He was just a punk.  I'd never like danced with him or anything. Anyway, he was a thief.  He must've taken it from the statue.
Person2: Taken what?
Person1: The thing!  He was lying there in the street, moaning.  But he pointed at it ... 22
Person2: Wait a minute.  He was already ... wounded ... when you found him?
Person1: Yeah!  That's what I'm saying!  And it was lying next to him.  And he pointed at it before he passed out and ...
Person2: Wait.  Wait.  The chains.  Where did the chains come from?
Person1: That's what I'm trying to tell you! ...",1
"Person1: Now, let's free ourselves from emotionalism and try to solve the problem in a practical way. Our situation has changed considerably. Before I had only a claim to the jewels. Now I have the jewels.
Person2: In other words moral ideas have no weight with you... all right, then let's deal with legal facts. You know that France has recognized the Soviet.
Person1: Unfortunately.
Person2: Under Soviet law the jewels belong to the State. France is going to uphold that ownership.
Person1: My lawyer agrees with you. He says France will uphold it in every court, but I will drag you through every court, don't forget that. And when I say it will take two years I am, as always, conservative.
Person2: Won't those two years in court be expensive for you? I know that money was no object as long as you could squeeze it from the pockets of the people, but now...
Person1: I may run out of money, but you have already run out of bread. Two years is a long time for your comrades to wait.
Person2: I see. You have calculated in terms of hunger.
Person1: No, I just wanted to be absolutely impartial. Both of us are faced with two rather uncomfortable years. We can condense these two years to two minutes if you want to accept my proposition. Ninotchka now realizes what she is after.
Person2: Go on.
Person1: I am willing to hand over the jewels and sign the necessary papers if you take that five-forty plane to Moscow.
Person2: That's not the way to win him back... not Leon.
Person1: I think I know Leon quite as well as you... possibly a little better. Leave that worry to me. Five-forty leaves you time enough to close the deal with Monsieur Mercier, but naturally you'll be too busy for any farewells. I'll see to it that everything is done in the most expeditious manner and I will also see you to the airport. That's my proposition, Comrade Yakushova.",1
"Person1: You're glad somebody tried to kill me?
Person2: No, of course not, but I think now that this has happened, a lot of things can start to come out...
Person1: Yeah, like...
Person2: Like you need to admit that losing your parents when you were twelve was traumatic.
Person1: It's with me all the time, Claire, I just don't like to talk about it.
Person2: Well, it shattered your faith in everything.
Person1: I'm just temporarily off my game.
Person2: You need to believe in something besides yourself.
Person1: I believe in you.",1
"Person1: Ahh. I don't think you'll have time for that drink after all.
Person2: I'll find her.
Person1: I don't think so.",0
"Person1: Go home.
Person2: May I see my mother?
Person1: You do not want to be here.  Go home to your father.
Person2: She did not do it... please listen...
Person1: She is guilty.
Person2: No, sir, please... she is innocent...
Person1: She has confessed.
Person2: No.
Person1: She has admitted to her evil and signed a written confession.  Do you know what confession is?  All that is left for you now is to pray for her soul.",0
"Person1: I hear what you're saying, but I know what you're thinking.
Person2: What?
Person1: You're thinking exactly what I thought when I first saw this house,
Person2: What's that?
Person1: This -- is -- the -- one -- for -- us.
Person2: Stop knowing me so well.
Person1: I know it's at the high end of our range --
Person2: High end?  Honey, it's a whole new budget.
Person1: But it's what we want.
Person2: You wanted furniture too, didn't you?
Person1: They don't expect to get what they're asking.  Let's make an offer.
Person2: You want me to bargain at the high end of our range?  -- I'll have a stroke.  I've got to save all my sweat for my meeting in three weeks.
Person1: You could have a pool to cool off in.
Person2: It's a nice pool, isn't it?
Person1: And it's a shorter commute.
Person2: It'll be even shorter if I get that new job.  Come on.",1
"Person1: I said I was sorry.
Person2: You are out of control. Heather and Kurt were a shock, but Martha Dumptruck, get crucial! She dialed suicide hotlines in her diapers.
Person1: You're not funny. Ouch!",0
"Person1: ""Big and older""?
Person2: You can shut up now.
Person1: You are a charmer.
Person2: I swear I'll shoot you in your sleep.
Person1: Next time try ""fat and haggard.""",1
"Person1: Lady, try making some sense.
Person2: You may be our only chance.  I don't know if I can do this again.
Person1: What'd you do!  Just pick my number out of the air?
Person2: They smashed the phone.  I've been clicking the loose wires together hoping it'd make a connection.
Person1: Who smashed the phone?
Person2: They're holding my husband downstairs.
Person1: Sure.  And they left you upstairs to make phone calls?
Person2: They gave me pills to make me sleep.  They didn't realize how much Seconal I'm used to -- that I'd have so much tolerance --
Person1: Well I'm not tolerant of being bothered with this bullshit story when I'm about to make the most important score of my life.  This has gotta be some ""put-on,"" right?
Person2: I'm sorry.  I'm so sorry to do this to you.
Person1: You're not doing anything to me -- because -- listen to this carefully -- I do not care.
Person2: I don't believe you.
Person1: You're the one who's not to be believed.
Person2: My name is --
Person1: I don't want to know --
Person2: My name is Lenore Oberfeld.
Person1: Don't expect me to tell you who I am.
Person2: I realize you don't want to be involved.
Person1: I am not involved.  Keep clicking your little wires.  You'll get someone else.  Good luck.
Person2: You won't disconnect.
Person1: Oh won't I?
Person2: Because you know you'll be killing us.
Person1: Don't lay this on me!
Person2: Then hang up!  Do it!",1
"Person1: That's right, fella, no Hearst paper will run an RKO ad until you agree that CITIZEN KANE will never see the light of day.
Person2: Louella, please, be reasonable, I understand you have problems with Orson's picture but maybe we can work something out--
Person1: Nix, sweetie. You shelve it
Person2: Oh for God's sake, Louella-
Person1: And Mr. Hearst has authorized me to tell you that you're looking at the most beautiful lawsuit in history if you release this picture. He'll bleed your little studio dry and you can all go on back to New York and do Shakespeare with the Boy Wonder.
Person2: Can I talk to Hearst?
Person1: You are talking to him.",0
